planCode,planName,planBudget,branchCode,branchName,l1Code,l1Name,l2Code,l2Name,level,amount,desc,descIdx,descShared,sumMatched,nameMatched,ambiguous,orphan,multiSum,inferred,inheritedSub,headcount,comboMatched
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2030","兼職費","用途別二級","1260","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2036","按日按件計資酬金","用途別二級","295","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2045","國內組織會費","用途別二級","30","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2051","物品","用途別二級","109","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2054","一般事務費","用途別二級","1810","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2072","國內旅費","用途別二級","180","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2078","國外旅費","用途別二級","427","3.與勞動部勞動基金運用局共同訪察115年國民年金保險基金國外投資委託經營受託機構，計列427千元（國外旅費）。","2","","","true","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","2000","業務費","2084","短程車資","用途別二級","8","1.辦理國民年金保險監理業務及審議保險爭議事項，計列4,648千元（水電費92千元、通訊費509千元、權利使用費56千元、資訊服務費147千元、其他業務租金125千元、保險費27千元、兼職費1,260千元、按日按件計資酬金295千元、國內組織會費30千元、物品109千元、一般事務費1,810千元、國內旅費180千元、短程車資8千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","3000","設備及投資","","","用途別一級","317","2.維護及增修國民年金爭議審議案件管理資訊系統，計列567千元（含資本門317千元）（資訊服務費250千元、資訊軟硬體設備費317千元）。","1","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","05","國民年金監理及審議","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","317","2.維護及增修國民年金爭議審議案件管理資訊系統，計列567千元（含資本門317千元）（資訊服務費250千元、資訊軟硬體設備費317千元）。","1","true","","true","","","","","","",""
"6157012010","社會保險行政工作","35,899","06","衛福數位基礎建設","","","","","分支計畫","3000","","","","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","06","衛福數位基礎建設","2000","業務費","","","用途別一級","1000","辦理資料標準化訂定與導入、相關資料庫建置整合及發展大型語言模型與加值應用等，計列3,000千元（含資本門2,000千元）（資訊服務費1,000千元、資訊軟硬體設備費2,000千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","06","衛福數位基礎建設","2000","業務費","2018","資訊服務費","用途別二級","1000","辦理資料標準化訂定與導入、相關資料庫建置整合及發展大型語言模型與加值應用等，計列3,000千元（含資本門2,000千元）（資訊服務費1,000千元、資訊軟硬體設備費2,000千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","06","衛福數位基礎建設","3000","設備及投資","","","用途別一級","2000","辦理資料標準化訂定與導入、相關資料庫建置整合及發展大型語言模型與加值應用等，計列3,000千元（含資本門2,000千元）（資訊服務費1,000千元、資訊軟硬體設備費2,000千元）。","0","true","","","","","","","","",""
"6157012010","社會保險行政工作","35,899","06","衛福數位基礎建設","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","2000","辦理資料標準化訂定與導入、相關資料庫建置整合及發展大型語言模型與加值應用等，計列3,000千元（含資本門2,000千元）（資訊服務費1,000千元、資訊軟硬體設備費2,000千元）。","0","true","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","01","漁民及其他團體健保費補助","","","","","分支計畫","31155316","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","01","漁民及其他團體健保費補助","4000","獎補助費","","","用途別一級","31155316","2.本計畫所需保險費補助，共需經費31,155,316千元（社會保險負擔），其內容如下：(1)預計補助漁民及其眷屬（第3類第2目）478,525人，計列5,941,398千元。","1","true","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","01","漁民及其他團體健保費補助","4000","獎補助費","4055","社會保險負擔","用途別二級","31155316","2.本計畫所需保險費補助，共需經費31,155,316千元（社會保險負擔），其內容如下：(1)預計補助漁民及其眷屬（第3類第2目）478,525人，計列5,941,398千元。(2)預計補助地區團體保險對象（第6類第2目）3,250,934人，計列21,487,373千元。(3)預計追溯更正調整、中斷保險費開單，計列2,400,000千元。(4)預計編列以前年度撥付不足款，計列1,326,545千元。","1","","","true","","","","","true","",""
"6157012020","社會保險補助","250,295,722","02","政府應負擔健保費法定下限","","","","","分支計畫","129800000","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","02","政府應負擔健保費法定下限","4000","獎補助費","","","用途別一級","129800000","依據全民健康保險法第3條：「政府每年度負擔本保險之總經費，不得少於每年度保險經費扣除法定收入後金額之36％」，編列本年度及以前年度撥付不足款，計列129,800,000千元（社會保險負擔）。","0","true","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","02","政府應負擔健保費法定下限","4000","獎補助費","4055","社會保險負擔","用途別二級","129800000","依據全民健康保險法第3條：「政府每年度負擔本保險之總經費，不得少於每年度保險經費扣除法定收入後金額之36％」，編列本年度及以前年度撥付不足款，計列129,800,000千元（社會保險負擔）。","0","true","","true","","","","","","",""
"6157012020","社會保險補助","250,295,722","03","公益彩券回饋金協助弱勢族群排除就醫障礙","","","","","分支計畫","292272","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","03","公益彩券回饋金協助弱勢族群排除就醫障礙","4000","獎補助費","","","用途別一級","292272","2.協助弱勢民眾繳納就醫相關費用及健保相關欠費，計列292,272千元（收支併列）（對特種基金之補助）。","1","true","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","03","公益彩券回饋金協助弱勢族群排除就醫障礙","4000","獎補助費","4030","對特種基金之補助","用途別二級","292272","2.協助弱勢民眾繳納就醫相關費用及健保相關欠費，計列292,272千元（收支併列）（對特種基金之補助）。","1","true","","true","","","","","","",""
"6157012020","社會保險補助","250,295,722","04","低收入戶健保費及醫療補助","","","","","分支計畫","8244743","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","04","低收入戶健保費及醫療補助","4000","獎補助費","","","用途別一級","8244743","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","04","低收入戶健保費及醫療補助","4000","獎補助費","4055","社會保險負擔","用途別二級","7227277","1.依據全民健康保險法第27條及社會救助法第19條規定，低收入戶健保費由中央社政主管機關全額補助，係按低收入戶每人每月健保費，及低收入戶人數推估，計列7,227,277千元（其中6,902,000千元，以特種貨物及勞務稅收入為財源，採收支併列方式）（社會保險負擔）。","0","","","true","","","","","","",""
"6157012020","社會保險補助","250,295,722","04","低收入戶健保費及醫療補助","4000","獎補助費","4065","社會福利津貼及濟助","用途別二級","1017466","2.依據全民健康保險法第49條規定，低收入戶門診及住院部分負擔由中央社政主管機關編列預算補助，分別按門診、住院平均成長率推估，計列1,017,466千元（社會福利津貼及濟助）。","1","","","true","","","","","","",""
"6157012020","社會保險補助","250,295,722","05","中低收入戶健保費補助","","","","","分支計畫","662000","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","05","中低收入戶健保費補助","4000","獎補助費","","","用途別一級","662000","依據社會救助法第19條規定，中低收入戶參加全民健康保險應自付之保險費，由中央主管機關補助二分之一，按中低收入戶自付健保二分之一每人每年3,840元，及中低收入戶18歲以上、70歲以下人數推估，計列662,000千元（對特種基金之補助）。","0","true","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","05","中低收入戶健保費補助","4000","獎補助費","4030","對特種基金之補助","用途別二級","662000","依據社會救助法第19條規定，中低收入戶參加全民健康保險應自付之保險費，由中央主管機關補助二分之一，按中低收入戶自付健保二分之一每人每年3,840元，及中低收入戶18歲以上、70歲以下人數推估，計列662,000千元（對特種基金之補助）。","0","true","","true","","","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","","","","","分支計畫","80141391","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","","","","","未歸戶說明","","1.依據國民年金法第31條及第35條規定，對符合要件之年滿65歲，在國內設有戶籍，且於最近3年內每年居住超過183日之國民，與符合要件之身心障礙國民，分別每月發給老年基本保證年金及身心障礙基本保證年金，共需經費15,482,372千元（社會保險負擔），其內容如下：(1)老年基本保證年金係按每人每月4,049元及年金給付請領人數推估，計列14,274,669千元。","","","","","","true","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","","","","","未歸戶說明","","(2)身心障礙基本保證年金係按每人每月5,437元及年金給付請領人數推估，計列1,207,703千元。","","","","","","true","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","","","","","未歸戶說明","","2.依據國民年金法第47條規定，編列中央應負擔國民年金款項不足數，計列63,859,863千元（社會保險負擔）。","","","","","","true","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","","","","","未歸戶說明","","3.我國少子女化對策計畫2.0－提高國民年金保險生育給付，編列加給補助國民年金保險生育給付每胎（雙生以上，比例增給）至10萬元等相關費用，計列799,156千元（社會保險負擔）。","","","","","","true","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","4000","獎補助費","","","用途別一級","80141391","","","","","","","","","","","",""
"6157012020","社會保險補助","250,295,722","06","國民年金保險補助","4000","獎補助費","4055","社會保險負擔","用途別二級","80141391","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","","","","","分支計畫","19075","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","","","用途別一級","15610","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2006","水電費","用途別二級","450","2.辦理1957福利諮詢專線，計列13,560千元（含資本門10千元）（水電費450千元、通訊費1,700千元、資訊服務費1,600千元、委辦費9,131千元、一般事務費669千元、資訊軟硬體設備費10千元）（媒體政策及業務宣導123千元）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2009","通訊費","用途別二級","1700","2.辦理1957福利諮詢專線，計列13,560千元（含資本門10千元）（水電費450千元、通訊費1,700千元、資訊服務費1,600千元、委辦費9,131千元、一般事務費669千元、資訊軟硬體設備費10千元）（媒體政策及業務宣導123千元）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2018","資訊服務費","用途別二級","1835","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2021","其他業務租金","用途別二級","59","1.舉辦社會救助業務人員研習、座談、訓練，製作教材等，輔導民間投資興辦救助事業，督導救助業務及替代役管理等所需行政費用，計列560千元（資訊服務費235千元、其他業務租金59千元、保險費2千元、按日按件計資酬金17千元、物品31千元、一般事務費144千元、國內旅費68千元、短程車資4千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2027","保險費","用途別二級","2","1.舉辦社會救助業務人員研習、座談、訓練，製作教材等，輔導民間投資興辦救助事業，督導救助業務及替代役管理等所需行政費用，計列560千元（資訊服務費235千元、其他業務租金59千元、保險費2千元、按日按件計資酬金17千元、物品31千元、一般事務費144千元、國內旅費68千元、短程車資4千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2033","約用人員酬金","用途別二級","1500","3.約用人員2名，計列1,500千元（約用人員酬金）。","2","","","true","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2036","按日按件計資酬金","用途別二級","17","1.舉辦社會救助業務人員研習、座談、訓練，製作教材等，輔導民間投資興辦救助事業，督導救助業務及替代役管理等所需行政費用，計列560千元（資訊服務費235千元、其他業務租金59千元、保險費2千元、按日按件計資酬金17千元、物品31千元、一般事務費144千元、國內旅費68千元、短程車資4千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2039","委辦費","用途別二級","9131","2.辦理1957福利諮詢專線，計列13,560千元（含資本門10千元）（水電費450千元、通訊費1,700千元、資訊服務費1,600千元、委辦費9,131千元、一般事務費669千元、資訊軟硬體設備費10千元）（媒體政策及業務宣導123千元）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2051","物品","用途別二級","31","1.舉辦社會救助業務人員研習、座談、訓練，製作教材等，輔導民間投資興辦救助事業，督導救助業務及替代役管理等所需行政費用，計列560千元（資訊服務費235千元、其他業務租金59千元、保險費2千元、按日按件計資酬金17千元、物品31千元、一般事務費144千元、國內旅費68千元、短程車資4千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2054","一般事務費","用途別二級","813","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2072","國內旅費","用途別二級","68","1.舉辦社會救助業務人員研習、座談、訓練，製作教材等，輔導民間投資興辦救助事業，督導救助業務及替代役管理等所需行政費用，計列560千元（資訊服務費235千元、其他業務租金59千元、保險費2千元、按日按件計資酬金17千元、物品31千元、一般事務費144千元、國內旅費68千元、短程車資4千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","2000","業務費","2084","短程車資","用途別二級","4","1.舉辦社會救助業務人員研習、座談、訓練，製作教材等，輔導民間投資興辦救助事業，督導救助業務及替代役管理等所需行政費用，計列560千元（資訊服務費235千元、其他業務租金59千元、保險費2千元、按日按件計資酬金17千元、物品31千元、一般事務費144千元、國內旅費68千元、短程車資4千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","3000","設備及投資","","","用途別一級","10","2.辦理1957福利諮詢專線，計列13,560千元（含資本門10千元）（水電費450千元、通訊費1,700千元、資訊服務費1,600千元、委辦費9,131千元、一般事務費669千元、資訊軟硬體設備費10千元）（媒體政策及業務宣導123千元）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","10","2.辦理1957福利諮詢專線，計列13,560千元（含資本門10千元）（水電費450千元、通訊費1,700千元、資訊服務費1,600千元、委辦費9,131千元、一般事務費669千元、資訊軟硬體設備費10千元）（媒體政策及業務宣導123千元）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","4000","獎補助費","","","用途別一級","3455","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","4000","獎補助費","4040","對國內團體之捐助","用途別二級","2978","4.捐助國內團體辦理遊民收容輔導、社會救助及自立脫貧方案、低收及中低收入戶資訊教育訓練、社會救助及災民收容救濟研習、實物給付服務方案等，計列2,978千元（對國內團體之捐助）。","3","","","true","","","","","","",""
"6257011000","社會救助業務","295,041","01","督導辦理各項救助","4000","獎補助費","4065","社會福利津貼及濟助","用途別二級","477","5.辦理災害救助及慰問等，計列477千元（社會福利津貼及濟助）。","4","","","true","","","","","","",""
"6257011000","社會救助業務","295,041","02","低收入戶健保病患住院膳食費濟助","","","","","分支計畫","93661","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","02","低收入戶健保病患住院膳食費濟助","2000","業務費","","","用途別一級","600","1.辦理全民健康保險低收入戶（第5類）住院病患膳食費（健保不給付範圍）給付業務之行政事務費，計列600千元（委辦費）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","02","低收入戶健保病患住院膳食費濟助","2000","業務費","2039","委辦費","用途別二級","600","1.辦理全民健康保險低收入戶（第5類）住院病患膳食費（健保不給付範圍）給付業務之行政事務費，計列600千元（委辦費）。","0","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","02","低收入戶健保病患住院膳食費濟助","4000","獎補助費","","","用途別一級","93061","2.辦理全民健康保險低收入戶（第5類）住院病患膳食費（健保不給付範圍）給付業務，依本部中央健康保險署統計住院人次及所訂分擔比例撥付相關膳食費，計列93,061千元（社會福利津貼及濟助）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","02","低收入戶健保病患住院膳食費濟助","4000","獎補助費","4065","社會福利津貼及濟助","用途別二級","93061","2.辦理全民健康保險低收入戶（第5類）住院病患膳食費（健保不給付範圍）給付業務，依本部中央健康保險署統計住院人次及所訂分擔比例撥付相關膳食費，計列93,061千元（社會福利津貼及濟助）。","1","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","","","","","分支計畫","130571","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","2000","業務費","","","用途別一級","39","1.本部草屯療養院、玉里醫院，及委託私立臺中仁愛之家、臺南仁愛之家、高雄仁愛之家等5個機構賡續收治小康計畫精神病患，計列39千元（通訊費9千元、物品1千元、一般事務費8千元、國內旅費20千元、短程車資1千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","2000","業務費","2009","通訊費","用途別二級","9","1.本部草屯療養院、玉里醫院，及委託私立臺中仁愛之家、臺南仁愛之家、高雄仁愛之家等5個機構賡續收治小康計畫精神病患，計列39千元（通訊費9千元、物品1千元、一般事務費8千元、國內旅費20千元、短程車資1千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","2000","業務費","2051","物品","用途別二級","1","1.本部草屯療養院、玉里醫院，及委託私立臺中仁愛之家、臺南仁愛之家、高雄仁愛之家等5個機構賡續收治小康計畫精神病患，計列39千元（通訊費9千元、物品1千元、一般事務費8千元、國內旅費20千元、短程車資1千元）。","0","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","2000","業務費","2054","一般事務費","用途別二級","8","1.本部草屯療養院、玉里醫院，及委託私立臺中仁愛之家、臺南仁愛之家、高雄仁愛之家等5個機構賡續收治小康計畫精神病患，計列39千元（通訊費9千元、物品1千元、一般事務費8千元、國內旅費20千元、短程車資1千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","2000","業務費","2072","國內旅費","用途別二級","20","1.本部草屯療養院、玉里醫院，及委託私立臺中仁愛之家、臺南仁愛之家、高雄仁愛之家等5個機構賡續收治小康計畫精神病患，計列39千元（通訊費9千元、物品1千元、一般事務費8千元、國內旅費20千元、短程車資1千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","2000","業務費","2084","短程車資","用途別二級","1","1.本部草屯療養院、玉里醫院，及委託私立臺中仁愛之家、臺南仁愛之家、高雄仁愛之家等5個機構賡續收治小康計畫精神病患，計列39千元（通訊費9千元、物品1千元、一般事務費8千元、國內旅費20千元、短程車資1千元）。","0","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","4000","獎補助費","","","用途別一級","130532","2.補助小康計畫精神病患托育養護費、精神病健保不給付之醫療費用及住院看護費，計列130,532千元（公費就養及醫療補助）。","1","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","03","小康計畫精神病患收治","4000","獎補助費","4070","公費就養及醫療補助","用途別二級","130532","2.補助小康計畫精神病患托育養護費、精神病健保不給付之醫療費用及住院看護費，計列130,532千元（公費就養及醫療補助）。","1","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","","","","","分支計畫","43003","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","","","用途別一級","26054","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2009","通訊費","用途別二級","6745","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2018","資訊服務費","用途別二級","1535","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2027","保險費","用途別二級","2","1.依據社會救助法第21條規定，辦理急難救助金之核定發給、業務研習等，計列2,075千元（通訊費5千元、資訊服務費35千元、保險費2千元、按日按件計資酬金5千元、物品2千元、一般事務費104千元、國內旅費239千元、短程車資2千元、社會福利津貼及濟助1,681千元）。","0","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2033","約用人員酬金","用途別二級","750","(2)約用人員1名，計列750千元（約用人員酬金）。","2","","","true","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2036","按日按件計資酬金","用途別二級","305","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2051","物品","用途別二級","2","1.依據社會救助法第21條規定，辦理急難救助金之核定發給、業務研習等，計列2,075千元（通訊費5千元、資訊服務費35千元、保險費2千元、按日按件計資酬金5千元、物品2千元、一般事務費104千元、國內旅費239千元、短程車資2千元、社會福利津貼及濟助1,681千元）。","0","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2054","一般事務費","用途別二級","16474","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2072","國內旅費","用途別二級","239","1.依據社會救助法第21條規定，辦理急難救助金之核定發給、業務研習等，計列2,075千元（通訊費5千元、資訊服務費35千元、保險費2千元、按日按件計資酬金5千元、物品2千元、一般事務費104千元、國內旅費239千元、短程車資2千元、社會福利津貼及濟助1,681千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","2000","業務費","2084","短程車資","用途別二級","2","2.辦理強化社會安全網2.0，共需經費40,928千元，其內容如下：(1)辦理脫貧自立、在地社區實物服務拓展、兒少教育發展帳戶等所需行政費用，計列24,910千元（通訊費6,740千元、資訊服務費1,500千元、按日按件計資酬金300千元、一般事務費16,370千元）。","1","","","","true","","","false","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","3000","設備及投資","","","用途別一級","1700","(3)增修急難紓困專案系統，計列1,700千元（資本門）（資訊軟硬體設備費）。","3","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","1700","(3)增修急難紓困專案系統，計列1,700千元（資本門）（資訊軟硬體設備費）。","3","true","","true","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","4000","獎補助費","","","用途別一級","15249","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","4000","獎補助費","4065","社會福利津貼及濟助","用途別二級","1681","1.依據社會救助法第21條規定，辦理急難救助金之核定發給、業務研習等，計列2,075千元（通訊費5千元、資訊服務費35千元、保險費2千元、按日按件計資酬金5千元、物品2千元、一般事務費104千元、國內旅費239千元、短程車資2千元、社會福利津貼及濟助1,681千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","04","紓困及強化社會安全網2.0","4000","獎補助費","4085","獎勵及慰問","用途別二級","13568","(4)獎勵兒少教育發展帳戶持續存款開戶者，依據兒童及少年未來教育與發展帳戶條例第13條、獎勵兒童及少年未來教育與發展帳戶開戶人存款辦法第2條規定辦理，計列13,568千元（獎勵金）。","4","","","","","","","","","",""
"6257011000","社會救助業務","295,041","05","衛福數位基礎建設","","","","","分支計畫","8731","","","","","","","","","","","",""
"6257011000","社會救助業務","295,041","05","衛福數位基礎建設","2000","業務費","","","用途別一級","2910","辦理衛福數位基礎建設社會救助、社工服務等相關系統資料整合，計列8,731千元（含資本門5,821千元）（資訊服務費2,910千元、資訊軟硬體設備費5,821千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","05","衛福數位基礎建設","2000","業務費","2018","資訊服務費","用途別二級","2910","辦理衛福數位基礎建設社會救助、社工服務等相關系統資料整合，計列8,731千元（含資本門5,821千元）（資訊服務費2,910千元、資訊軟硬體設備費5,821千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","05","衛福數位基礎建設","3000","設備及投資","","","用途別一級","5821","辦理衛福數位基礎建設社會救助、社工服務等相關系統資料整合，計列8,731千元（含資本門5,821千元）（資訊服務費2,910千元、資訊軟硬體設備費5,821千元）。","0","true","","","","","","","","",""
"6257011000","社會救助業務","295,041","05","衛福數位基礎建設","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","5821","辦理衛福數位基礎建設社會救助、社工服務等相關系統資料整合，計列8,731千元（含資本門5,821千元）（資訊服務費2,910千元、資訊軟硬體設備費5,821千元）。","0","true","","","","","","","","",""
"6357011000","社工及社區發展業務","44,201","01","規劃建立社會工作專業","","","","","分支計畫","5387","","","","","","","","","","","",""
"6357011000","社工及社區發展業務","44,201","01","規劃建立社會工作專業","2000","業務費","","","用途別一級","4954","","","","","","","","","","","",""
"6357011000","社工及社區發展業務","44,201","01","規劃建立社會工作專業","2000","業務費","2009","通訊費","用途別二級","58","1.依據社會工作師法暨社會工作師接受繼續教育及執業執照更新辦法等相關子法規定，辦理相關制度規劃等所需行政費用，計列935千元（通訊費58千元、資訊服務費500千元、保險費4千元、按日按件計資酬金100千元、物品20千元、一般事務費100千元、國內旅費150千元、短程車資3千元）。","0","true","","","","","","","","",""
"6357011000","社工及社區發展業務","44,201","01","規劃建立社會工作專業","2000","業務費","2018","資訊服務費","用途別二級","500","1.依據社會工作師法暨社會工作師接受繼續教育及執業執照更新辦法等相關子法規定，辦理相關制度規劃等所需行政費用，計列935千元（通訊費58千元、資訊服務費500千元、保險費4千元、按日按件計資酬金100千元、物品20千元、一般事務費100千元、國內旅費150千元、短程車資3千元）。","0","true","","","","","","","","",""
