planCode,planName,planBudget,branchCode,branchName,l1Code,l1Name,l2Code,l2Name,level,amount,desc,descIdx,descShared,sumMatched,nameMatched,ambiguous,orphan,multiSum,inferred,inheritedSub,headcount,comboMatched
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","2000","業務費","2054","一般事務費","用途別二級","646","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","2000","業務費","2072","國內旅費","用途別二級","70","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","3000","設備及投資","","","用途別一級","3000","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","3000","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","4000","獎補助費","","","用途別一級","132478","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","true","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","4000","獎補助費","4030","對特種基金之補助","用途別二級","4975","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","4000","獎補助費","4045","對私校之獎助","用途別二級","4056","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5157011100","公費生培育","321,386","02","原住民族及離島地區醫事人員養成計畫第五期","4000","獎補助費","4050","對學生之獎助","用途別二級","123447","「原住民族及離島地區醫事人員養成計畫第五期」奉行政院110年9月29日院臺衛字第1100029706號函核定，總經費728,097千元，招生期間為111至115年，111至114年度已編列586,233千元，本年度續編最後1年經費141,864千元，係補（捐）助公私立醫學院培育原住民族及離島地區114學年度下學期535名及115學年度上學期519名公費生待遇、教學用設備、辦理甄試事務、輔導訓練與追蹤管理、系統開發費等，計列141,864千元（含資本門12,031千元）（按日按件計資酬金30千元、委辦費5,640千元、一般事務費646千元、國內旅費70千元、資訊軟硬體設備費3,000千元、對特種基金之補助4,975千元、對私校之獎助4,056千元、對學生之獎助123,447千元）（預計投注於原住民族地區50,685千元）。","0","true","","","","","","","","",""
"5257011710","科技發展工作","1,099,362","01","推動衛生福利科技發展與管理","","","","","分支計畫","70500","","","","","","","","","","","",""
"5257011710","科技發展工作","1,099,362","01","推動衛生福利科技發展與管理","2000","業務費","","","用途別一級","19350","","","","","","","","","","","",""
"5257011710","科技發展工作","1,099,362","01","推動衛生福利科技發展與管理","2000","業務費","2003","教育訓練費","用途別二級","1000","","","","","","","","","","","",""
"5257011710","科技發展工作","1,099,362","01","推動衛生福利科技發展與管理","2000","業務費","2009","通訊費","用途別二級","320","1.辦理衛生福利科技發展與管理業務及相關會議等所需行政費用，計列12,500千元（含資本門150千元）（教育訓練費100千元、通訊費320千元、資訊服務費40千元、保險費400千元、按日按件計資酬金3,000千元、委辦費6,400千元、物品240千元、一般事務費1,200千元、車輛及辦公器具養護費100千元、國內旅費400千元、運費50千元、短程車資100千元、資訊軟硬體設備費100千元、雜項設備費50千元）。","1","true","","","","","","","","",""
"5257011710","科技發展工作","1,099,362","01","推動衛生福利科技發展與管理","2000","業務費","2018","資訊服務費","用途別二級","40","1.辦理衛生福利科技發展與管理業務及相關會議等所需行政費用，計列12,500千元（含資本門150千元）（教育訓練費100千元、通訊費320千元、資訊服務費40千元、保險費400千元、按日按件計資酬金3,000千元、委辦費6,400千元、物品240千元、一般事務費1,200千元、車輛及辦公器具養護費100千元、國內旅費400千元、運費50千元、短程車資100千元、資訊軟硬體設備費100千元、雜項設備費50千元）。","1","true","","","","","","","","",""
