planCode,planName,planBudget,branchCode,branchName,l1Code,l1Name,l2Code,l2Name,level,amount,desc,descIdx,descShared,nameMatched,inheritedSub
"5829010500","交通運輸規劃及產業發展","973,145","05","航政業務","2000","業務費","2078","國外旅費","用途別二級","362","(9)國外旅費362千元：考察國際標竿機場與國際郵輪碼頭發展趨勢及洽商航權等所需旅費。","8","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","05","航政業務","3000","設備及投資","","","用途別一級","25","2.設備及投資25千元：汰換及購置一般辦公設備等。","9","true","true",""
"5829010500","交通運輸規劃及產業發展","973,145","05","航政業務","3000","設備及投資","3035","雜項設備費","用途別二級","25","2.設備及投資25千元：汰換及購置一般辦公設備等。","9","true","",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","","","","","分支計畫","3860","","","","",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","","","用途別一級","3860","業務費3,860千元：","0","true","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2003","教育訓練費","用途別二級","67","1.教育訓練費67千元：辦理促進民間參與投資招商會議講習、環境教育訓練等。","1","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2036","按日按件計資酬金","用途別二級","620","2.按日按件計資酬金620千元：各項國際事務翻譯文件及口譯費用、交通產業研討會外聘委員出席費等。","2","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2045","國內組織會費","用途別二級","25","3.國內組織會費25千元：參加國內各學術團體及運輸學(協)會等年費。","3","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2051","物品","用途別二級","153","4.物品153千元。","4","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2054","一般事務費","用途別二級","1244","5.一般事務費1,244千元：(1)推展民間參與交通建設及辦理交通運輸產業發展相關議題研討等。(2)辦理郵政業務聯繫監理訴訟及交通領域環境保護督導等。","5","","true","true"
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2072","國內旅費","用途別二級","130","6.國內旅費130千元。","7","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2075","大陸地區旅費","用途別二級","112","7.大陸地區旅費112千元。","8","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","06","交通產業發展","2000","業務費","2078","國外旅費","用途別二級","1509","8.國外旅費1,509千元：出席交通產業發展相關國際會議及參與交通運輸科技相關國際研討會等所需旅費。","9","","true",""
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","","","","","分支計畫","281500","","","","",""
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","2000","業務費","","","用途別一級","241500","3.本年度編列預算281,500千元，辦理工作項目如下：(1)業務費241,500千元：<1>資訊服務費40,000千元：辦理TDX運輸資料平臺維運，推動智慧交通數據標準化及跨運具資料開放共享，推廣各界結合發展加值應用並活絡產業發展，支援交通數位治理及政策分析及機房網路租賃(含資通安全經費6,833千元)。<2>按日按件計資酬金500千元：外聘專家學者出席費等。<3>委辦費201,000千元：進行新興科技應用及相關驗證導入各類型交通專屬場域，辦理平權和諧交通共善、綠色運輸移動服務、智慧路網服務精進、車路聯網技術整備及數據驅動韌性管理等行動方案項下工作項目如下(含媒體政策及業務宣導費500千元)：#1.透過科技輔助達到人車路平權和諧交通共善環境相關計畫24,120千元。","3","true","",""
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","2000","業務費","2018","資訊服務費","用途別二級","40000","3.本年度編列預算281,500千元，辦理工作項目如下：(1)業務費241,500千元：<1>資訊服務費40,000千元：辦理TDX運輸資料平臺維運，推動智慧交通數據標準化及跨運具資料開放共享，推廣各界結合發展加值應用並活絡產業發展，支援交通數位治理及政策分析及機房網路租賃(含資通安全經費6,833千元)。<2>按日按件計資酬金500千元：外聘專家學者出席費等。<3>委辦費201,000千元：進行新興科技應用及相關驗證導入各類型交通專屬場域，辦理平權和諧交通共善、綠色運輸移動服務、智慧路網服務精進、車路聯網技術整備及數據驅動韌性管理等行動方案項下工作項目如下(含媒體政策及業務宣導費500千元)：#1.透過科技輔助達到人車路平權和諧交通共善環境相關計畫24,120千元。","3","true","true",""
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","2000","業務費","2036","按日按件計資酬金","用途別二級","500","3.本年度編列預算281,500千元，辦理工作項目如下：(1)業務費241,500千元：<1>資訊服務費40,000千元：辦理TDX運輸資料平臺維運，推動智慧交通數據標準化及跨運具資料開放共享，推廣各界結合發展加值應用並活絡產業發展，支援交通數位治理及政策分析及機房網路租賃(含資通安全經費6,833千元)。<2>按日按件計資酬金500千元：外聘專家學者出席費等。<3>委辦費201,000千元：進行新興科技應用及相關驗證導入各類型交通專屬場域，辦理平權和諧交通共善、綠色運輸移動服務、智慧路網服務精進、車路聯網技術整備及數據驅動韌性管理等行動方案項下工作項目如下(含媒體政策及業務宣導費500千元)：#1.透過科技輔助達到人車路平權和諧交通共善環境相關計畫24,120千元。","3","true","",""
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","2000","業務費","2039","委辦費","用途別二級","201000","3.本年度編列預算281,500千元，辦理工作項目如下：(1)業務費241,500千元：<1>資訊服務費40,000千元：辦理TDX運輸資料平臺維運，推動智慧交通數據標準化及跨運具資料開放共享，推廣各界結合發展加值應用並活絡產業發展，支援交通數位治理及政策分析及機房網路租賃(含資通安全經費6,833千元)。<2>按日按件計資酬金500千元：外聘專家學者出席費等。<3>委辦費201,000千元：進行新興科技應用及相關驗證導入各類型交通專屬場域，辦理平權和諧交通共善、綠色運輸移動服務、智慧路網服務精進、車路聯網技術整備及數據驅動韌性管理等行動方案項下工作項目如下(含媒體政策及業務宣導費500千元)：#1.透過科技輔助達到人車路平權和諧交通共善環境相關計畫24,120千元。#2.發展綠色交通科技並整合跨域交通服務相關計畫24,120千元。#3.拓展智慧路網服務發展及推動交通數位治理相關計畫92,162千元。#4.精進車路聯網技術服務並進行示範應用落地相關計畫32,160千元。#5.強化數據平台韌性並擴大資料服務等相關計畫28,438千元。","3","","","true"
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","3000","設備及投資","","","用途別一級","40000","","","","",""
"5829010500","交通運輸規劃及產業發展","973,145","07","智慧運輸系統發展建設計畫","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","40000","(2)設備及投資-資訊軟硬體設備費40,000千元：辦理TDX運輸資料平臺系統功能開發，汰換更新基礎軟硬體設備，強化主備機房資安防護韌性，支援智慧交通數據資料開放共享之推動。","8","","true",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","01","臺鐵整體購置及汰換車輛計畫","","","","","分支計畫","7141000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","01","臺鐵整體購置及汰換車輛計畫","3000","設備及投資","","","用途別一級","7141000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","01","臺鐵整體購置及汰換車輛計畫","3000","設備及投資","3045","投資","用途別二級","7141000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","02","臺鐵軌道結構安全提升計畫","","","","","分支計畫","1172359","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","02","臺鐵軌道結構安全提升計畫","3000","設備及投資","","","用途別一級","1172359","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","02","臺鐵軌道結構安全提升計畫","3000","設備及投資","3045","投資","用途別二級","1172359","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","03","高雄機廠潮州基地二期工程建","","","","","分支計畫","1500000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","03","高雄機廠潮州基地二期工程建","3000","設備及投資","","","用途別一級","1500000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","03","高雄機廠潮州基地二期工程建","3000","設備及投資","3045","投資","用途別二級","1500000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","04","臺鐵營運虧損及提升行車安全作為之補貼","","","","","分支計畫","7898787","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","04","臺鐵營運虧損及提升行車安全作為之補貼","4000","獎補助費","","","用途別一級","7898787","2.本年度編列預算7,898,787千元，補貼臺鐵公司提供服務性路線、小站等公共運輸服務所致營運虧損1,144,846千元，及客貨運輸運價未能調整反映合理運輸成本所致營運虧損6,733,941千元；提升行車安全，持續改善營運安全文化等所需20,000千元。","2","true","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","04","臺鐵營運虧損及提升行車安全作為之補貼","4000","獎補助費","4030","對特種基金之補助","用途別二級","7898787","2.本年度編列預算7,898,787千元，補貼臺鐵公司提供服務性路線、小站等公共運輸服務所致營運虧損1,144,846千元，及客貨運輸運價未能調整反映合理運輸成本所致營運虧損6,733,941千元；提升行車安全，持續改善營運安全文化等所需20,000千元。","2","true","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","05","臺鐵舊制退撫金","","","","","分支計畫","3898309","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","05","臺鐵舊制退撫金","3000","設備及投資","","","用途別一級","3898309","臺鐵舊制退撫金：依據「國營臺灣鐵路股份有限公司設置條例」第17條第2項後段規定，原臺灣鐵路管理局已辦理退休、撫卹人員及繼續任用人員具有參加退撫新制施行前任職年資者，其尚未支付之員工舊制退撫金，由本部逐年編列預算支應，本年度編列預算3,898,309千元。","0","true","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","05","臺鐵舊制退撫金","3000","設備及投資","3045","投資","用途別二級","3898309","臺鐵舊制退撫金：依據「國營臺灣鐵路股份有限公司設置條例」第17條第2項後段規定，原臺灣鐵路管理局已辦理退休、撫卹人員及繼續任用人員具有參加退撫新制施行前任職年資者，其尚未支付之員工舊制退撫金，由本部逐年編列預算支應，本年度編列預算3,898,309千元。","0","true","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","06","臺鐵公司營業所需基礎設施建設重置計畫","","","","","分支計畫","933100","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","06","臺鐵公司營業所需基礎設施建設重置計畫","3000","設備及投資","","","用途別一級","933100","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","06","臺鐵公司營業所需基礎設施建設重置計畫","3000","設備及投資","3045","投資","用途別二級","933100","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","07","臺鐵公司營業所需車輛維修計畫","","","","","分支計畫","2500000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","07","臺鐵公司營業所需車輛維修計畫","3000","設備及投資","","","用途別一級","2500000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","07","臺鐵公司營業所需車輛維修計畫","3000","設備及投資","3045","投資","用途別二級","2500000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","08","高鐵彰化站與臺鐵轉乘接駁計畫","","","","","分支計畫","200000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","08","高鐵彰化站與臺鐵轉乘接駁計畫","3000","設備及投資","","","用途別一級","200000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","08","高鐵彰化站與臺鐵轉乘接駁計畫","3000","設備及投資","3045","投資","用途別二級","200000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","09","臺鐵集集支線基礎設施改善計畫","","","","","分支計畫","850000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","09","臺鐵集集支線基礎設施改善計畫","3000","設備及投資","","","用途別一級","850000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","09","臺鐵集集支線基礎設施改善計畫","3000","設備及投資","3045","投資","用途別二級","850000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","10","重點橋梁行車安全提昇計畫","","","","","分支計畫","238000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","10","重點橋梁行車安全提昇計畫","3000","設備及投資","","","用途別一級","238000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","10","重點橋梁行車安全提昇計畫","3000","設備及投資","3045","投資","用途別二級","238000","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","11","無人載具產業發展統籌型計畫-鐵路巡查","","","","","分支計畫","1050","","","","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","11","無人載具產業發展統籌型計畫-鐵路巡查","3000","設備及投資","","","用途別一級","1050","2.本年度編列預算1,050千元，購置非軍用無人機辦理邊坡、橋梁設施及建築物工程檢測等事項。","2","true","",""
"5829018020","國營臺灣鐵路股份有限公司","26,332,605","11","無人載具產業發展統籌型計畫-鐵路巡查","3000","設備及投資","3045","投資","用途別二級","1050","2.本年度編列預算1,050千元，購置非軍用無人機辦理邊坡、橋梁設施及建築物工程檢測等事項。","2","true","",""
"5829018050","國際機場園區股份有限公司","4,507,100","01","桃園國際機場股份有限公司","","","","","分支計畫","4500000","","","","",""
"5829018050","國際機場園區股份有限公司","4,507,100","01","桃園國際機場股份有限公司","3000","設備及投資","","","用途別一級","4500000","為維持公司財務健全，落實第三航廈建設之推展，本年度編列預算4,500,000千元。","1","true","",""
"5829018050","國際機場園區股份有限公司","4,507,100","01","桃園國際機場股份有限公司","3000","設備及投資","3045","投資","用途別二級","4500000","為維持公司財務健全，落實第三航廈建設之推展，本年度編列預算4,500,000千元。","1","true","",""
"5829018050","國際機場園區股份有限公司","4,507,100","02","無人載具產業發展統籌型計畫-機場園區","","","","","分支計畫","7100","","","","",""
"5829018050","國際機場園區股份有限公司","4,507,100","02","無人載具產業發展統籌型計畫-機場園區","3000","設備及投資","","","用途別一級","7100","2.本年度編列預算7,100千元，購置非軍用無人機辦理災情勘查、熱源偵測及強化機場緊急事件巡查等事項。","2","true","",""
"5829018050","國際機場園區股份有限公司","4,507,100","02","無人載具產業發展統籌型計畫-機場園區","3000","設備及投資","3045","投資","用途別二級","7100","2.本年度編列預算7,100千元，購置非軍用無人機辦理災情勘查、熱源偵測及強化機場緊急事件巡查等事項。","2","true","",""
"5829018060","中華郵政股份有限公司","8,000","01","無人載具產業發展統籌型計畫-郵務配送","","","","","分支計畫","8000","","","","",""
"5829018060","中華郵政股份有限公司","8,000","01","無人載具產業發展統籌型計畫-郵務配送","3000","設備及投資","","","用途別一級","8000","2.本年度編列預算8,000千元，購置非軍用無人機辦理無人機配送服務應用範圍及試辦地區、提供特定地區配送服務等事項。","1","true","",""
"5829018060","中華郵政股份有限公司","8,000","01","無人載具產業發展統籌型計畫-郵務配送","3000","設備及投資","3045","投資","用途別二級","8000","2.本年度編列預算8,000千元，購置非軍用無人機辦理無人機配送服務應用範圍及試辦地區、提供特定地區配送服務等事項。","1","true","",""
"5829018070","臺灣港務股份有限公司","8,800","01","無人載具產業發展統籌型計畫-商港巡檢","","","","","分支計畫","8800","","","","",""
"5829018070","臺灣港務股份有限公司","8,800","01","無人載具產業發展統籌型計畫-商港巡檢","3000","設備及投資","","","用途別一級","8800","2.本年度編列預算8,800千元，購置非軍用無人機辦理提升商港區域監控重大填海造地工程施工進度管理、巡檢任務、緊急應變現場蒐證、勘災任務成效等事項。","1","true","",""
"5829018070","臺灣港務股份有限公司","8,800","01","無人載具產業發展統籌型計畫-商港巡檢","3000","設備及投資","3045","投資","用途別二級","8800","2.本年度編列預算8,800千元，購置非軍用無人機辦理提升商港區域監控重大填海造地工程施工進度管理、巡檢任務、緊急應變現場蒐證、勘災任務成效等事項。","1","true","",""
"5829018120","交通作業基金","121,395","01","連結亞太強韌陸海空網路計畫-完備光纜通道支線計畫","","","","","分支計畫","106250","","","","",""
"5829018120","交通作業基金","121,395","01","連結亞太強韌陸海空網路計畫-完備光纜通道支線計畫","3000","設備及投資","","","用途別一級","106250","","","","",""
"5829018120","交通作業基金","121,395","01","連結亞太強韌陸海空網路計畫-完備光纜通道支線計畫","3000","設備及投資","3045","投資","用途別二級","106250","","","","",""
"5829018120","交通作業基金","121,395","02","無人載具產業發展統籌型計畫-國道公路","","","","","分支計畫","15145","","","","",""
"5829018120","交通作業基金","121,395","02","無人載具產業發展統籌型計畫-國道公路","3000","設備及投資","","","用途別一級","15145","2.本年度編列預算15,145千元，購置非軍用無人機辦理國道設施巡檢輔助作業、施工歷程與橋梁河道沖刷變遷紀錄、交通管理分析及災害調查等事項。","2","true","",""
"5829018120","交通作業基金","121,395","02","無人載具產業發展統籌型計畫-國道公路","3000","設備及投資","3045","投資","用途別二級","15145","2.本年度編列預算15,145千元，購置非軍用無人機辦理國道設施巡檢輔助作業、施工歷程與橋梁河道沖刷變遷紀錄、交通管理分析及災害調查等事項。","2","true","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","01","臺北捷運系統信義線向東延伸規劃報告書暨周邊土地發展計","","","","","分支計畫","62500","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","01","臺北捷運系統信義線向東延伸規劃報告書暨周邊土地發展計","4000","獎補助費","","","用途別一級","62500","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","01","臺北捷運系統信義線向東延伸規劃報告書暨周邊土地發展計","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","62500","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","02","臺北捷運系統萬大－中和－樹林線規劃報告書暨周邊土地發","","","","","分支計畫","750000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","02","臺北捷運系統萬大－中和－樹林線規劃報告書暨周邊土地發","4000","獎補助費","","","用途別一級","750000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","02","臺北捷運系統萬大－中和－樹林線規劃報告書暨周邊土地發","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","750000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","03","臺北都會區大眾捷運系統環狀線東環段暨周邊土地開發計畫","","","","","分支計畫","300000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","03","臺北都會區大眾捷運系統環狀線東環段暨周邊土地開發計畫","4000","獎補助費","","","用途別一級","300000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","03","臺北都會區大眾捷運系統環狀線東環段暨周邊土地開發計畫","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","300000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","04","臺北都會區大眾捷運系統環狀線北環段及南環段暨周邊土地","","","","","分支計畫","1150000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","04","臺北都會區大眾捷運系統環狀線北環段及南環段暨周邊土地","4000","獎補助費","","","用途別一級","1150000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","04","臺北都會區大眾捷運系統環狀線北環段及南環段暨周邊土地","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","1150000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","05","臺北都會區大眾捷運系統三鶯線暨周邊土地開發計畫","","","","","分支計畫","750000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","05","臺北都會區大眾捷運系統三鶯線暨周邊土地開發計畫","4000","獎補助費","","","用途別一級","750000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","05","臺北都會區大眾捷運系統三鶯線暨周邊土地開發計畫","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","750000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","06","捷運汐止東湖線路線規劃及沿線周邊土地整體開發計畫","","","","","分支計畫","258475","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","06","捷運汐止東湖線路線規劃及沿線周邊土地整體開發計畫","4000","獎補助費","","","用途別一級","258475","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","06","捷運汐止東湖線路線規劃及沿線周邊土地整體開發計畫","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","258475","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","07","桃園都會區大眾捷運系統航空城捷運線暨土地整合發展計畫","","","","","分支計畫","825750","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","07","桃園都會區大眾捷運系統航空城捷運線暨土地整合發展計畫","4000","獎補助費","","","用途別一級","825750","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","07","桃園都會區大眾捷運系統航空城捷運線暨土地整合發展計畫","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","825750","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","08","臺中捷運藍線建設計畫","","","","","分支計畫","168950","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","08","臺中捷運藍線建設計畫","4000","獎補助費","","","用途別一級","168950","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","08","臺中捷運藍線建設計畫","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","168950","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","09","臺南市先進運輸(大眾捷運)系統第一期藍線建設及周邊土地","","","","","分支計畫","45925","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","09","臺南市先進運輸(大眾捷運)系統第一期藍線建設及周邊土地","4000","獎補助費","","","用途別一級","45925","2.本年度編列預算45,925千元補助臺南市政府，辦理工作項目如下：(1)基本設計顧問服務、獨立查證與確證(IV&V)服務及工程施作等。","2","true","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","09","臺南市先進運輸(大眾捷運)系統第一期藍線建設及周邊土地","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","45925","2.本年度編列預算45,925千元補助臺南市政府，辦理工作項目如下：(1)基本設計顧問服務、獨立查證與確證(IV&V)服務及工程施作等。(2)工程管理費係依臺南市政府所屬機關學校工程管理費及工作費支用要點規定，按施工費提列約3%，以辦理各項工程配合之相關費用，並配合工程結算總價覈實於得提列數額內執行。","2","","","true"
"5829018600","都市大眾捷運系統建設計畫","8,151,634","10","高雄都會區大眾捷運系統小港林園線建設及周邊土地開發計","","","","","分支計畫","1050000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","10","高雄都會區大眾捷運系統小港林園線建設及周邊土地開發計","4000","獎補助費","","","用途別一級","1050000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","10","高雄都會區大眾捷運系統小港林園線建設及周邊土地開發計","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","1050000","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","11","高雄都會區大眾捷運系統都會線(黃線)建設及周邊土地開發","","","","","分支計畫","2391725","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","11","高雄都會區大眾捷運系統都會線(黃線)建設及周邊土地開發","4000","獎補助費","","","用途別一級","2391725","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","11","高雄都會區大眾捷運系統都會線(黃線)建設及周邊土地開發","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","2391725","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","12","淡海輕軌運輸系統","","","","","分支計畫","48284","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","12","淡海輕軌運輸系統","4000","獎補助費","","","用途別一級","48284","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","12","淡海輕軌運輸系統","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","48284","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","13","臺北捷運系統萬大－中和－樹林線規劃報告書暨周邊土地發","","","","","分支計畫","291925","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","13","臺北捷運系統萬大－中和－樹林線規劃報告書暨周邊土地發","4000","獎補助費","","","用途別一級","291925","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","13","臺北捷運系統萬大－中和－樹林線規劃報告書暨周邊土地發","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","291925","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","14","高雄都會區大眾捷運系統岡山路竹延伸線(第二B階段)暨周","","","","","分支計畫","58100","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","14","高雄都會區大眾捷運系統岡山路竹延伸線(第二B階段)暨周","4000","獎補助費","","","用途別一級","58100","","","","",""
"5829018600","都市大眾捷運系統建設計畫","8,151,634","14","高雄都會區大眾捷運系統岡山路竹延伸線(第二B階段)暨周","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","58100","","","","",""
"5829019011","交通及運輸設備","5,800","01","交通及運輸設備","","","","","分支計畫","5800","","","","",""
"5829019011","交通及運輸設備","5,800","01","交通及運輸設備","3000","設備及投資","","","用途別一級","5800","汰購電動汽車3輛經費5,800千元。","0","true","",""
"5829019011","交通及運輸設備","5,800","01","交通及運輸設備","3000","設備及投資","3025","運輸設備費","用途別二級","5800","汰購電動汽車3輛經費5,800千元。","0","true","",""
"5829019800","第一預備金","11,149","01","第一預備金","","","","","分支計畫","11149","","","","",""
"5829019800","第一預備金","11,149","01","第一預備金","6000","預備金","","","用途別一級","11149","","","","",""
"5829019800","第一預備金","11,149","01","第一預備金","6000","預備金","6005","第一預備金","用途別二級","11149","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","","","","","分支計畫","7616466","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","1000","人事費","","","用途別一級","7610369","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","1000","人事費","1030","獎金","用途別二級","88589","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","1000","人事費","1045","退休退職給付","用途別二級","7521780","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","4000","獎補助費","","","用途別一級","6097","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","4000","獎補助費","4060","對公保軍保退撫基金之補助及挹注","用途別二級","84","","","","",""
"7629016600","交通事業民營化前員工退休撫卹照護給付","7,616,466","01","交通事業民營化前員工退休撫卹照護給付","4000","獎補助費","4085","獎勵及慰問","用途別二級","6013","","","","",""
"5871290100","一般性交通補助－交通部","256,400","01","智慧運輸系統發展建設計畫","","","","","分支計畫","226400","","","","",""
"5871290100","一般性交通補助－交通部","256,400","01","智慧運輸系統發展建設計畫","4000","獎補助費","","","用途別一級","226400","","","","",""
"5871290100","一般性交通補助－交通部","256,400","01","智慧運輸系統發展建設計畫","4000","獎補助費","4005","對直轄市政府之補助","用途別二級","99615","","","","",""
"5871290100","一般性交通補助－交通部","256,400","01","智慧運輸系統發展建設計畫","4000","獎補助費","4010","對各縣市政府之補助","用途別二級","126785","","","","",""
"5871290100","一般性交通補助－交通部","256,400","02","營造深度減碳運輸環境暨打造低耗能交通場域計畫","","","","","分支計畫","30000","","","","",""
"5871290100","一般性交通補助－交通部","256,400","02","營造深度減碳運輸環境暨打造低耗能交通場域計畫","4000","獎補助費","","","用途別一級","30000","","","","",""
"5871290100","一般性交通補助－交通部","256,400","02","營造深度減碳運輸環境暨打造低耗能交通場域計畫","4000","獎補助費","4010","對各縣市政府之補助","用途別二級","30000","","","","",""
