planCode,planName,planBudget,branchCode,branchName,l1Code,l1Name,l2Code,l2Name,level,amount,desc,descIdx,nameMatched,descShared,inferred,headcount,inheritedSub,ambiguous,orphan,multiSum,sumMatched
"5651010100","一般行政","694,175","02","基本行政工作維持","2000","業務費","2093","特別費","用途別二級","1179","(19)特別費1,179千元：部長477千元，次長3人702千元。","21","true","","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","3000","設備及投資","","","用途別一級","4200","2.設備及投資4,200千元。","22","true","","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","3000","設備及投資","3010","房屋建築及設備費","用途別二級","1000","(1)辦公廳舍與宿舍調整規劃及整修工程等1,000千元。","23","","","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","3000","設備及投資","3020","機械設備費","用途別二級","1470","(2)汰換辦公大樓空調及室內空氣品質設備、會議設備、消防、通訊及監視設備、節能改善暨相關設施等1,470千元。","24","","","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","3000","設備及投資","3030","資訊軟硬體設備費","用途別二級","300","(3)雲端版文書檔案管理資訊系統功能擴充300千元。","25","","","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","3000","設備及投資","3035","雜項設備費","用途別二級","1430","(4)事務設備等購置費用1,430千元。","26","","","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","4000","獎補助費","","","用途別一級","414","3.獎補助費414千元，係退休(職)人員三節慰問金。","27","true","true","","","","","","",""
"5651010100","一般行政","694,175","02","基本行政工作維持","4000","獎補助費","4085","獎勵及慰問","用途別二級","414","3.獎補助費414千元，係退休(職)人員三節慰問金。","27","","true","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","","","","","分支計畫","4171","","","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","","","用途別一級","4135","1.業務費4,135千元。","2","true","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2018","資訊服務費","用途別二級","401","(1)訴願管理系統、訴願查詢系統及主管法規共用系統維護費等401千元。","3","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2021","其他業務租金","用途別二級","130","(2)租用影印機設備等租金130千元。","4","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2030","兼職費","用途別二級","543","(3)法規會及訴願會委員兼職費543千元。","5","true","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2033","約用人員酬金","用途別二級","1967","(4)遴用約用人員協辦法規訴願系統及法規計畫統整管理等1,967千元。","6","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2036","按日按件計資酬金","用途別二級","547","(5)法規會及訴願會委員出席費、審查費、法規講習訓練之講師鐘點費等547千元。","7","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2051","物品","用途別二級","166","(6)購置文具紙張、報章雜誌、資料夾、碳粉匣等166千元。","8","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","2000","業務費","2054","一般事務費","用途別二級","381","(7)辦理主管法規共用系統管理、登錄整編等381千元。","9","","","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","3000","設備及投資","","","用途別一級","36","2.設備及投資36千元，係事務設備等購置費用。","10","true","true","","","","","","",""
"5651010100","一般行政","694,175","03","農業法規管理及訴願審議","3000","設備及投資","3035","雜項設備費","用途別二級","36","2.設備及投資36千元，係事務設備等購置費用。","10","","true","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","","","","","分支計畫","25611","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","","","用途別一級","24603","4.業務費24,603千元。","4","true","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2006","水電費","用途別二級","373","(1)水電費373千元。","5","true","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2009","通訊費","用途別二級","488","(2)郵資、電信費及數據通訊費等488千元。","6","true","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2018","資訊服務費","用途別二級","600","(3)管制考核系統維護等600千元。","7","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2033","約用人員酬金","用途別二級","1287","(4)遴用約用人員協辦各項專案計畫及活動等1,287千元。","8","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2036","按日按件計資酬金","用途別二級","3582","(5)辦理各項講習訓練之講師鐘點費，農業工程施工查核小組委員查核評鑑費，農業相關產業政策、協調、意見溝通及學者專家諮詢等會議出席費，執行農業政策與法規檢討等會議出席費，優良農業建設工程獎評審委員出席費，以及各項計畫審查費等3,582千元。","9","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2039","委辦費","用途別二級","6170","(6)委託相關法人或專業團隊等單位，辦理重要施政計畫評估精進及提升農業公共工程品質計畫3,090千元；定期發行農政與農情刊物，適時提供最新之國內外各項農業政策、法規及農情報導等3,080千元，合共6,170千元。","10","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2051","物品","用途別二級","606","(7)購置文具紙張、報章雜誌、資料夾、碳粉匣、電腦用品、耗材等606千元。","11","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2054","一般事務費","用途別二級","7296","(8)優良農業建設工程獎頒獎及專輯編印，中(英)文年報編印，農業建設參訪及施政成果推展，各項施政、管考、研究計畫報告、相關法規彙編打字印刷費用等5,365千元，辦理媒體政策及業務宣導相關經費1,931千元，合共7,296千元。","12","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2072","國內旅費","用途別二級","4036","(9)國內旅費4,036千元。","13","true","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2078","國外旅費","用途別二級","153","(10)派員考察日本推動農業政策執行成效等國外旅費153千元。","14","true","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","2000","業務費","2084","短程車資","用途別二級","12","(11)短程洽公車資12千元。","15","","","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","3000","設備及投資","","","用途別一級","100","5.設備及投資100千元，係汰換災害防救會議室設備等。","16","true","true","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","3000","設備及投資","3020","機械設備費","用途別二級","100","5.設備及投資100千元，係汰換災害防救會議室設備等。","16","","true","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","4000","獎補助費","","","用途別一級","908","6.獎補助費908千元，係捐助民間團體辦理鄉間小路月刊發行等計畫。","17","true","true","","","","","","",""
"5651011000","農業管理","2,776,961","01","綜合規劃","4000","獎補助費","4040","對國內團體之捐助","用途別二級","908","6.獎補助費908千元，係捐助民間團體辦理鄉間小路月刊發行等計畫。","17","","true","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","","","","","分支計畫","68779","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","","","用途別一級","53826","5.業務費53,826千元。","5","true","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2003","教育訓練費","用途別二級","36","(1)員工教育訓練費36千元。","6","true","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2006","水電費","用途別二級","529","(2)水電費529千元。","7","true","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2009","通訊費","用途別二級","360","(3)郵資、電信費等360千元。","8","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2018","資訊服務費","用途別二級","8450","(4)CAS優良農產品驗證管理資訊系統之維護及操作等服務費用1,450千元；彙接產銷履歷、有機等溯源資訊、檢驗紀錄、農業資材販售等資料，進行跨平台關聯解析，開發查詢及統計分析功能，並提供跨機關API開發，強化農產品安全管理相關數據分析應用等服務費用7,000千元，合共8,450千元。","9","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2024","稅捐及規費","用途別二級","538","(5)智慧財產權申請及維護等規費538千元。","10","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2036","按日按件計資酬金","用途別二級","329","(6)農業智慧財產權、科專計畫審議及採購評選案件等委員出席費及稿費329千元。","11","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2039","委辦費","用途別二級","36784","(7)委託相關法人或專業團隊等，辦理產銷履歷驗證制度精進及擴大參與計畫10,057千元，加強優良農產品管理計畫5,054千元，優良農產品法規制度精進與產業輔導21,673千元，合共36,784千元(其中含媒體政策及業務宣導費2,700千元)。","12","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2051","物品","用途別二級","147","(8)購置文具紙張、報章雜誌、資料夾、碳粉匣等147千元。","13","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2054","一般事務費","用途別二級","4133","(9)各項業務報告、資料印製費用，以及研發成果申請智慧財產權支付專利商標事務所之服務費等2,202千元，辦理媒體政策及業務宣導相關經費1,931千元，合共4,133千元。","14","","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2072","國內旅費","用途別二級","542","(10)國內旅費542千元。","15","true","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","2000","業務費","2078","國外旅費","用途別二級","1978","(11)派員參訪北美生技展、臺美農業科學合作會議與美國農業部農業研究署技術合作交流及出席研討會等國外旅費1,978千元。","16","true","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","3000","設備及投資","","","用途別一級","80","6.設備及投資80千元，係事務設備等購置費用。","17","true","true","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","3000","設備及投資","3035","雜項設備費","用途別二級","80","6.設備及投資80千元，係事務設備等購置費用。","17","","true","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","4000","獎補助費","","","用途別一級","14873","7.獎補助費14,873千元。","18","true","","","","","","","",""
"5651011000","農業管理","2,776,961","02","科技管理","4000","獎補助費","4040","對國內團體之捐助","用途別二級","14873","7.獎補助費14,873千元。(1)捐助民間團體辦理農業生物科技展覽等計畫2,873千元。(2)捐助民間團體辦理優良複合農產品技術服務暨查核檢驗及擴大推動等計畫12,000千元。","18","","","","","true","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","","","","","分支計畫","1487299","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","","","用途別一級","41675","9.業務費41,675千元。","9","true","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2006","水電費","用途別二級","215","(1)水電費215千元。","10","true","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2009","通訊費","用途別二級","174","(2)郵資、電信費等174千元。","11","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2018","資訊服務費","用途別二級","8384","(3)畜牧場登記管理資訊系統維運、產銷履歷系統平台維運計畫等服務費用8,384千元。","12","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2036","按日按件計資酬金","用途別二級","237","(4)畜牧污染防治技術服務團、種畜禽及種原登記審查委員會、基因轉殖種畜禽審議小組等委員出席費，飼料及飼料添加物成分標準審查費等237千元。","13","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2039","委辦費","用途別二級","29383","(5)委託相關機關、產業團體及民間團體等，辦理豬肉產品安全查驗計畫1,608千元，印製鮮乳標章計畫2,844千元，國產優質禽品品質管理檢驗工作1,038千元，飼料或飼料添加物查驗計畫23,893千元，合共29,383千元。","14","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2051","物品","用途別二級","200","(6)購置文具紙張、報章雜誌、資料夾、碳粉匣等200千元。","15","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2054","一般事務費","用途別二級","2480","(7)各項施政、管考、研究計畫、畜牧場登記管理文件檔案電子化及法規彙編印製等549千元，辦理媒體政策及業務宣導相關經費1,931千元，合共2,480千元。","16","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2072","國內旅費","用途別二級","480","(8)國內旅費480千元。","17","true","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2078","國外旅費","用途別二級","93","(9)考察歐洲荷蘭烏得勒支(Utrecht)2026VIV歐洲畜產大會研習與交流等國外旅費93千元。","18","true","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","2000","業務費","2084","短程車資","用途別二級","29","(10)短程洽公車資29千元。","19","","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","4000","獎補助費","","","用途別一級","1445624","10.獎補助費1,445,624千元。","20","true","","","","","","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","4000","獎補助費","4025","政府機關間之補助","用途別二級","10000","(1)補助政府機關及相關產業團體等辦理羊鹿產業輔導量能提升及產業升級轉型等計畫69,711千元。(2)捐助相關產業團體等辦理國產乳品供應等計畫2,874千元。(3)捐助畜牧相關團體等辦理提升禽品產銷效能等計畫907千元。(4)捐助相關產業團體等辦理畜禽追溯輔導與驗證管理等計畫61,143千元。(5)捐助畜牧相關團體等辦理畜牧廢棄物精進管理及資源加值等計畫20,941千元。(6)捐助畜牧相關團體等辦理強化禽畜糞管理及資源化輔導等計畫2,879千元。(7)捐助相關產業團體等辦理加強飼料生產與衛生安全管理等計畫215千元。(8)捐助相關產業團體等辦理加強有機畜產品管理等計畫345千元。(9)捐助相關產業團體等辦理家禽產業數據精準等計畫11,000千元。(10)捐助相關產業團體等辦理家禽產業資訊調查加強等計畫3,800千元。(11)捐助相關產業團體等辦理草食動物產業鏈資訊整合與應用等計畫14,800千元。(12)補助大專院校及相關團體等辦理國家防疫一體聯合行動計畫-土雞產業鏈風險因子評估及輔導等計畫4,200千元。(13)依據農業發展條例第29條第2項規定，農業動力用電費用，不採累進計算，停用期間，免收基本費。","","","true","","","","true","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","4000","獎補助費","4030","對特種基金之補助","用途別二級","1700","(1)補助政府機關及相關產業團體等辦理羊鹿產業輔導量能提升及產業升級轉型等計畫69,711千元。(2)捐助相關產業團體等辦理國產乳品供應等計畫2,874千元。(3)捐助畜牧相關團體等辦理提升禽品產銷效能等計畫907千元。(4)捐助相關產業團體等辦理畜禽追溯輔導與驗證管理等計畫61,143千元。(5)捐助畜牧相關團體等辦理畜牧廢棄物精進管理及資源加值等計畫20,941千元。(6)捐助畜牧相關團體等辦理強化禽畜糞管理及資源化輔導等計畫2,879千元。(7)捐助相關產業團體等辦理加強飼料生產與衛生安全管理等計畫215千元。(8)捐助相關產業團體等辦理加強有機畜產品管理等計畫345千元。(9)捐助相關產業團體等辦理家禽產業數據精準等計畫11,000千元。(10)捐助相關產業團體等辦理家禽產業資訊調查加強等計畫3,800千元。(11)捐助相關產業團體等辦理草食動物產業鏈資訊整合與應用等計畫14,800千元。(12)補助大專院校及相關團體等辦理國家防疫一體聯合行動計畫-土雞產業鏈風險因子評估及輔導等計畫4,200千元。(13)依據農業發展條例第29條第2項規定，農業動力用電費用，不採累進計算，停用期間，免收基本費。","","","true","","","","true","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","4000","獎補助費","4040","對國內團體之捐助","用途別二級","181115","(1)補助政府機關及相關產業團體等辦理羊鹿產業輔導量能提升及產業升級轉型等計畫69,711千元。(2)捐助相關產業團體等辦理國產乳品供應等計畫2,874千元。(3)捐助畜牧相關團體等辦理提升禽品產銷效能等計畫907千元。(4)捐助相關產業團體等辦理畜禽追溯輔導與驗證管理等計畫61,143千元。(5)捐助畜牧相關團體等辦理畜牧廢棄物精進管理及資源加值等計畫20,941千元。(6)捐助畜牧相關團體等辦理強化禽畜糞管理及資源化輔導等計畫2,879千元。(7)捐助相關產業團體等辦理加強飼料生產與衛生安全管理等計畫215千元。(8)捐助相關產業團體等辦理加強有機畜產品管理等計畫345千元。(9)捐助相關產業團體等辦理家禽產業數據精準等計畫11,000千元。(10)捐助相關產業團體等辦理家禽產業資訊調查加強等計畫3,800千元。(11)捐助相關產業團體等辦理草食動物產業鏈資訊整合與應用等計畫14,800千元。(12)補助大專院校及相關團體等辦理國家防疫一體聯合行動計畫-土雞產業鏈風險因子評估及輔導等計畫4,200千元。(13)依據農業發展條例第29條第2項規定，農業動力用電費用，不採累進計算，停用期間，免收基本費。","","","true","","","","true","","",""
"5651011000","農業管理","2,776,961","03","畜牧管理","4000","獎補助費","4075","差額補貼","用途別二級","1252809","前項優惠減免措施及電價凍漲差額原由台電公司自行吸收，自114年度起改由各目的事業主管機關編列預算支應，其中畜牧用電優惠減免及電價凍漲差額部分，本年度預估應負擔經費1,252,809千元。","34","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","","","","","分支計畫","23520","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","","","用途別一級","19073","3.業務費19,073千元。","3","true","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2003","教育訓練費","用途別二級","78","(1)員工教育訓練費78千元。","4","true","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2006","水電費","用途別二級","123","(2)水電費123千元。","5","true","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2009","通訊費","用途別二級","355","(3)郵資、電信費等355千元。","6","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2021","其他業務租金","用途別二級","540","(4)辦理農民訓練所需活動場地及車輛租金等540千元。","7","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2027","保險費","用途別二級","375","(5)辦理農民訓練參訓學員保險費等375千元。","8","true","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2033","約用人員酬金","用途別二級","1402","(6)遴用約用人員協辦各項專案計畫及活動等1,402千元。","9","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2036","按日按件計資酬金","用途別二級","3947","(7)檢討農會相關法令，訂修農會法相關子法及辦理農會總幹事遴選等會議出席費158千元；辦理農民訓練所需講師鐘點費3,789千元，合共3,947千元。","10","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2039","委辦費","用途別二級","1268","(8)委託民間團體辦理優秀農業人員選拔暨表揚計畫1,268千元。","11","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2051","物品","用途別二級","3070","(9)購置文具紙張、報章雜誌、資料夾、碳粉匣等305千元，辦理農民訓練所需非消耗品、文具紙張等2,765千元，合共3,070千元。","12","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2054","一般事務費","用途別二級","6111","(10)印製各項業務報告等127千元，辦理農民訓練所需學員膳雜費、教材印刷費及教學見習材料費等4,052千元，辦理媒體政策及業務宣導相關經費1,932千元，合共6,111千元。","13","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2072","國內旅費","用途別二級","1524","(11)辦理各項業務所需國內旅費764千元，辦理農民訓練所需國內旅費760千元，合共1,524千元。","14","true","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2078","國外旅費","用途別二級","240","(12)派員考察農業勞動、技術服務及機械設備共享經濟發展策略，及農協組織發展經濟事業策略等國外旅費240千元。","15","true","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","2000","業務費","2084","短程車資","用途別二級","40","(13)短程洽公車資40千元。","16","","","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","3000","設備及投資","","","用途別一級","131","4.設備及投資131千元，係事務設備等購置費用。","17","true","true","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","3000","設備及投資","3035","雜項設備費","用途別二級","131","4.設備及投資131千元，係事務設備等購置費用。","17","","true","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","4000","獎補助費","","","用途別一級","4316","5.獎補助費4,316千元，係捐助各級農會、農民團體與農業相關團體等，辦理提升農會組織服務功能計畫，發展經濟事業、健全人力素質、改善農會體質、輔導農會開發多元產業、健全農業財團法人組織，及檢討農會法相關法規等。","18","true","true","","","","","","",""
"5651011000","農業管理","2,776,961","04","輔導推廣","4000","獎補助費","4040","對國內團體之捐助","用途別二級","4316","5.獎補助費4,316千元，係捐助各級農會、農民團體與農業相關團體等，辦理提升農會組織服務功能計畫，發展經濟事業、健全人力素質、改善農會體質、輔導農會開發多元產業、健全農業財團法人組織，及檢討農會法相關法規等。","18","","true","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","","","","","分支計畫","298015","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","","","用途別一級","33031","5.業務費33,031千元。","5","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2003","教育訓練費","用途別二級","1106","(1)員工出國教育訓練費1,106千元。","6","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2006","水電費","用途別二級","149","(2)水電費149千元。","7","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2009","通訊費","用途別二級","33","(3)郵資、電信費等33千元。","8","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2018","資訊服務費","用途別二級","1149","(4)簽審通關共同作業平臺系統維護費1,149千元。","9","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2033","約用人員酬金","用途別二級","731","(5)遴用約用人員協辦各項專案計畫及活動等731千元。","10","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2036","按日按件計資酬金","用途別二級","52","(6)法規條文、國際會議及雙邊農業合作會議外語資料編譯、通譯或記錄；APEC農業技術合作與相關英文資料審查費，國際農業合作、WTO及APEC談判諮商與進口管理政策之協調等相關會議出席費等52千元。","11","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2039","委辦費","用途別二級","1619","(7)委託大專院校、民間團體或其他機關等，辦理雙邊諮商之國際農業合作計畫766千元，辦理國際農業組織活動及研討會等853千元，合共1,619千元。","12","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2042","國際組織會費","用途別二級","3285","(8)參加亞非農村發展組織會費95,900美元，經濟合作暨發展組織會費等10,000歐元，國際園藝學會年費240歐元，折合新臺幣3,285千元。","13","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2051","物品","用途別二級","64","(9)購置文具紙張、報章雜誌、資料夾、碳粉匣等64千元。","14","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2054","一般事務費","用途別二級","5926","(10)邀請日本及其他外籍專家來臺指導，辦理國際農業會議、諮商、調查等資料彙編及各項業務報告印製等929千元，辦理農業青年大使交流計畫3,065千元，辦理媒體政策及業務宣導相關經費1,932千元，合共5,926千元。","15","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2072","國內旅費","用途別二級","228","(11)國內旅費228千元。","16","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2075","大陸地區旅費","用途別二級","789","(12)辦理國產農產品港澳大陸地區海外拓銷相關活動及兩岸農業事務諮商等大陸地區旅費789千元。","17","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","2000","業務費","2078","國外旅費","用途別二級","17900","(13)參與WTO、APEC、OECD、AARDO、APO、ISHS等國際組織活動，及FTA或雙邊與多邊會議等相關諮商與談判等國外旅費17,900千元。","18","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","3000","設備及投資","","","用途別一級","43","6.設備及投資43千元，係事務設備等購置費用。","19","true","true","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","3000","設備及投資","3035","雜項設備費","用途別二級","43","6.設備及投資43千元，係事務設備等購置費用。","19","","true","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","4000","獎補助費","","","用途別一級","264941","7.獎補助費264,941千元。","20","true","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","","","","","未歸戶說明","","(1)捐助亞蔬-世界蔬菜中心行政及業務經費183,966千元，協助非洲地區維持蔬菜種原多樣性30,000千元，合共213,966千元。","","","","","","","","true","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","","","","","未歸戶說明","","(2)捐助國際土地政策研究訓練中心行政及業務經費15,000千元。","","","","","","","","true","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","","","","","未歸戶說明","","(3)捐助亞太糧食肥料技術中心行政及業務經費25,000千元。","","","","","","","","true","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","","","","","未歸戶說明","","(4)捐助民間團體或相關國際組織等，辦理國際農業技術交流等計畫6,931千元，捐助民間團體辦理推動農業新南向及臺商交流活動2,214千元，合共9,145千元。","","","","","","","","true","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","","","","","未歸戶說明","","(5)辦理國際農業領導力發展計畫60,000美元，折合新臺幣1,830千元。","","","","","","","","true","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","4000","獎補助費","4035","對外之捐助","用途別二級","245596","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","05","國際農業諮商與合作","4000","獎補助費","4040","對國內團體之捐助","用途別二級","19345","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","","","","","分支計畫","16444","","","","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","","","用途別一級","11344","3.業務費11,344千元。","3","true","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","2003","教育訓練費","用途別二級","592","(1)員工教育訓練費592千元。","4","true","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","2009","通訊費","用途別二級","102","(2)郵資、電信費等102千元。","5","","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","2018","資訊服務費","用途別二級","2640","(3)農業統計資料庫管理與農產貿易統計資料處理、維運防災資訊系統及計畫經費整合管理等資訊系統維護費2,640千元。","6","","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","2021","其他業務租金","用途別二級","36","(4)講習與檢討會議之場地、設備及交通工具租金等36千元。","7","","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","2033","約用人員酬金","用途別二級","3873","(5)遴用約用人員協辦各項農業統計調查等3,873千元。","8","","","","","","","","",""
"5651011000","農業管理","2,776,961","06","農業統計調查","2000","業務費","2036","按日按件計資酬金","用途別二級","263","(6)資料審查會議出席費、農業統計調查指導費、審查費及實地訪查費等263千元。","9","","","","","","","","",""
